Source URL,Source object level,Destination URL,Destination object level,Last job start time,Last job end time,Last job status,Last job comment,Migrated size (GB),Successful objects,Objects with exceptions,Error objects,Skipped objects,Filtered out objects,Objects with ignored errors,Comment
https://ourvolaris.sharepoint.com/sites/GRPOutlookCustomerManager-ExPretio-,Site collection,https://mbuexpretio.sharepoint.com/sites/GRPOutlookCustomerManager,Site collection,2026-05-21 07:19:31 (UTC+00:00),2026-05-21 07:30:11 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.", < 0.01,15,1,0,0,0,0,
https://ourvolaris.sharepoint.com/sites/GRPOpsExPretio-Env.dedmo,Site collection,https://mbuexpretio.sharepoint.com/sites/GRPOps-Env.dedmo,Site collection,2026-05-21 07:19:31 (UTC+00:00),2026-05-21 07:39:42 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0.02,105,1,0,0,0,0,
https://ourvolaris.sharepoint.com/sites/GRPOpsExPretio,Site collection,https://mbuexpretio.sharepoint.com/sites/GRPOps,Site collection,2026-05-21 07:19:29 (UTC+00:00),2026-05-21 09:08:19 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",2.38,6277,0,2149,0,0,0,
https://ourvolaris.sharepoint.com/sites/GRPOnboarding-pr-sentationdes-quipes-ExPretio-,Site collection,https://mbuexpretio.sharepoint.com/sites/GRPOnboarding-pr-sentationdes-quipes,Site collection,2026-05-21 07:20:05 (UTC+00:00),2026-05-21 07:41:20 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.", < 0.01,11,2,0,0,0,0,
https://ourvolaris.sharepoint.com/sites/GRPSuividesabsences-ExPretio-,Site collection,https://mbuexpretio.sharepoint.com/sites/GRPSuividesabsences,Site collection,2026-05-21 07:20:03 (UTC+00:00),2026-05-21 07:39:35 (UTC+00:00),Finished,, < 0.01,13,0,0,0,0,0,
https://ourvolaris.sharepoint.com/sites/GRPstatuts-ExPretio-,Site collection,https://mbuexpretio.sharepoint.com/sites/GRPstatuts,Site collection,2026-05-21 07:20:04 (UTC+00:00),2026-05-21 07:30:50 (UTC+00:00),Finished,, < 0.01,13,0,0,0,0,0,
https://ourvolaris.sharepoint.com/sites/GRPSMSI-ExPretio-,Site collection,https://mbuexpretio.sharepoint.com/sites/GRPSMSI,Site collection,2026-05-21 07:20:05 (UTC+00:00),2026-05-21 08:41:43 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",10.06,7835,0,424,0,0,0,
https://ourvolaris.sharepoint.com/sites/GRPServicesClient-ExPretio-,Site collection,https://mbuexpretio.sharepoint.com/sites/GRPServicesClient,Site collection,2026-05-21 07:20:05 (UTC+00:00),2026-05-21 07:41:53 (UTC+00:00),Finished,,8.86,55,0,0,0,0,0,
https://ourvolaris.sharepoint.com/sites/GRPRevenueManagementTraining-ExPretio-,Site collection,https://mbuexpretio.sharepoint.com/sites/GRPRevenueManagementTraining,Site collection,2026-05-21 07:20:05 (UTC+00:00),2026-05-21 07:39:27 (UTC+00:00),Finished,,0.09,51,0,0,0,0,0,
https://ourvolaris.sharepoint.com/sites/GRPRessourceshumainesExPretio,Site collection,https://mbuexpretio.sharepoint.com/sites/GRPRessourceshumaines,Site collection,2026-05-21 07:20:06 (UTC+00:00),2026-05-21 10:01:25 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",33.87,46682,7,4011,0,0,0,
https://ourvolaris.sharepoint.com/sites/GRPReplicasforLabExPretio,Site collection,https://mbuexpretio.sharepoint.com/sites/GRPReplicasforLab,Site collection,2026-05-21 07:20:06 (UTC+00:00),2026-05-21 07:45:11 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0.02,196,1,0,0,0,0,
